--- SA2OPT algorithm results for the problem lin105.tsp ---

Node_ID    X-coo        Y-coo
1         63.000000   71.000000
2         94.000000   71.000000
3         142.000000   370.000000
4         173.000000   1276.000000
5         205.000000   1213.000000
6         213.000000   69.000000
7         244.000000   69.000000
8         276.000000   630.000000
9         283.000000   732.000000
10         362.000000   69.000000
11         394.000000   69.000000
12         449.000000   370.000000
13         480.000000   1276.000000
14         512.000000   1213.000000
15         528.000000   157.000000
16         583.000000   630.000000
17         591.000000   732.000000
18         638.000000   654.000000
19         638.000000   496.000000
20         638.000000   314.000000
21         638.000000   142.000000
22         669.000000   142.000000
23         677.000000   315.000000
24         677.000000   496.000000
25         677.000000   654.000000
26         709.000000   654.000000
27         709.000000   496.000000
28         709.000000   315.000000
29         701.000000   142.000000
30         764.000000   220.000000
31         811.000000   189.000000
32         843.000000   173.000000
33         858.000000   370.000000
34         890.000000   1276.000000
35         921.000000   1213.000000
36         992.000000   630.000000
37         1000.000000   732.000000
38         1197.000000   1276.000000
39         1228.000000   1213.000000
40         1276.000000   205.000000
41         1299.000000   630.000000
42         1307.000000   732.000000
43         1362.000000   654.000000
44         1362.000000   496.000000
45         1362.000000   291.000000
46         1425.000000   654.000000
47         1425.000000   496.000000
48         1425.000000   291.000000
49         1417.000000   173.000000
50         1488.000000   291.000000
51         1488.000000   496.000000
52         1488.000000   654.000000
53         1551.000000   654.000000
54         1551.000000   496.000000
55         1551.000000   291.000000
56         1614.000000   291.000000
57         1614.000000   496.000000
58         1614.000000   654.000000
59         1732.000000   189.000000
60         1811.000000   1276.000000
61         1843.000000   1213.000000
62         1913.000000   630.000000
63         1921.000000   732.000000
64         2087.000000   370.000000
65         2118.000000   1276.000000
66         2150.000000   1213.000000
67         2189.000000   205.000000
68         2220.000000   189.000000
69         2220.000000   630.000000
70         2228.000000   732.000000
71         2244.000000   142.000000
72         2276.000000   315.000000
73         2276.000000   496.000000
74         2276.000000   654.000000
75         2315.000000   654.000000
76         2315.000000   496.000000
77         2315.000000   315.000000
78         2331.000000   142.000000
79         2346.000000   315.000000
80         2346.000000   496.000000
81         2346.000000   654.000000
82         2362.000000   142.000000
83         2402.000000   157.000000
84         2402.000000   220.000000
85         2480.000000   142.000000
86         2496.000000   370.000000
87         2528.000000   1276.000000
88         2559.000000   1213.000000
89         2630.000000   630.000000
90         2638.000000   732.000000
91         2756.000000   69.000000
92         2787.000000   69.000000
93         2803.000000   370.000000
94         2835.000000   1276.000000
95         2866.000000   1213.000000
96         2906.000000   69.000000
97         2937.000000   69.000000
98         2937.000000   630.000000
99         2945.000000   732.000000
100         3016.000000   1276.000000
101         3055.000000   69.000000
102         3087.000000   69.000000
103         606.000000   220.000000
104         1165.000000   370.000000
105         1780.000000   370.000000

Size of tour: 105
MSTlen: 15503.915285

Number of unique elements: 105

---Final Tour---
1 3 8 9 16 17 5 4 13 14 34 35 38 39 37 42 41 43 46 52 53 58 44 47 51 54 57 62 63 61 60 65 66 87 88 94 95 100 99 98 93 102 101 97 96 92 91 85 84 83 82 78 71 68 67 72 77 79 86 89 90 81 75 74 70 69 80 76 73 64 105 59 56 55 50 48 45 49 40 104 33 36 26 25 18 27 24 19 12 20 23 28 30 31 32 29 22 21 103 15 11 10 7 6 2 1

Final Tour Length: 15503.915285

---Execution Time---
1.852035 seconds
