--- GPX algorithm results for the problem a280.tsp ---

Node_ID    X-coo        Y-coo
1         288.000000   149.000000
2         288.000000   129.000000
3         270.000000   133.000000
4         256.000000   141.000000
5         256.000000   157.000000
6         246.000000   157.000000
7         236.000000   169.000000
8         228.000000   169.000000
9         228.000000   161.000000
10         220.000000   169.000000
11         212.000000   169.000000
12         204.000000   169.000000
13         196.000000   169.000000
14         188.000000   169.000000
15         196.000000   161.000000
16         188.000000   145.000000
17         172.000000   145.000000
18         164.000000   145.000000
19         156.000000   145.000000
20         148.000000   145.000000
21         140.000000   145.000000
22         148.000000   169.000000
23         164.000000   169.000000
24         172.000000   169.000000
25         156.000000   169.000000
26         140.000000   169.000000
27         132.000000   169.000000
28         124.000000   169.000000
29         116.000000   161.000000
30         104.000000   153.000000
31         104.000000   161.000000
32         104.000000   169.000000
33         90.000000   165.000000
34         80.000000   157.000000
35         64.000000   157.000000
36         64.000000   165.000000
37         56.000000   169.000000
38         56.000000   161.000000
39         56.000000   153.000000
40         56.000000   145.000000
41         56.000000   137.000000
42         56.000000   129.000000
43         56.000000   121.000000
44         40.000000   121.000000
45         40.000000   129.000000
46         40.000000   137.000000
47         40.000000   145.000000
48         40.000000   153.000000
49         40.000000   161.000000
50         40.000000   169.000000
51         32.000000   169.000000
52         32.000000   161.000000
53         32.000000   153.000000
54         32.000000   145.000000
55         32.000000   137.000000
56         32.000000   129.000000
57         32.000000   121.000000
58         32.000000   113.000000
59         40.000000   113.000000
60         56.000000   113.000000
61         56.000000   105.000000
62         48.000000   99.000000
63         40.000000   99.000000
64         32.000000   97.000000
65         32.000000   89.000000
66         24.000000   89.000000
67         16.000000   97.000000
68         16.000000   109.000000
69         8.000000   109.000000
70         8.000000   97.000000
71         8.000000   89.000000
72         8.000000   81.000000
73         8.000000   73.000000
74         8.000000   65.000000
75         8.000000   57.000000
76         16.000000   57.000000
77         8.000000   49.000000
78         8.000000   41.000000
79         24.000000   45.000000
80         32.000000   41.000000
81         32.000000   49.000000
82         32.000000   57.000000
83         32.000000   65.000000
84         32.000000   73.000000
85         32.000000   81.000000
86         40.000000   83.000000
87         40.000000   73.000000
88         40.000000   63.000000
89         40.000000   51.000000
90         44.000000   43.000000
91         44.000000   35.000000
92         44.000000   27.000000
93         32.000000   25.000000
94         24.000000   25.000000
95         16.000000   25.000000
96         16.000000   17.000000
97         24.000000   17.000000
98         32.000000   17.000000
99         44.000000   11.000000
100         56.000000   9.000000
101         56.000000   17.000000
102         56.000000   25.000000
103         56.000000   33.000000
104         56.000000   41.000000
105         64.000000   41.000000
106         72.000000   41.000000
107         72.000000   49.000000
108         56.000000   49.000000
