--- GPX algorithm results for the problem kroB200.tsp ---

Node_ID    X-coo        Y-coo
1         3140.000000   1401.000000
2         556.000000   1056.000000
3         3675.000000   1522.000000
4         1182.000000   1853.000000
5         3595.000000   111.000000
6         962.000000   1895.000000
7         2030.000000   1186.000000
8         3507.000000   1851.000000
9         2642.000000   1269.000000
10         3438.000000   901.000000
11         3858.000000   1472.000000
12         2937.000000   1568.000000
13         376.000000   1018.000000
14         839.000000   1355.000000
15         706.000000   1925.000000
16         749.000000   920.000000
17         298.000000   615.000000
18         694.000000   552.000000
19         387.000000   190.000000
20         2801.000000   695.000000
21         3133.000000   1143.000000
22         1517.000000   266.000000
23         1538.000000   224.000000
24         844.000000   520.000000
25         2639.000000   1239.000000
26         3123.000000   217.000000
27         2489.000000   1520.000000
28         3834.000000   1827.000000
29         3417.000000   1808.000000
30         2938.000000   543.000000
31         71.000000   1323.000000
32         3245.000000   1828.000000
33         731.000000   1741.000000
34         2312.000000   1270.000000
35         2426.000000   1851.000000
36         380.000000   478.000000
37         2310.000000   635.000000
38         2830.000000   775.000000
39         3829.000000   513.000000
40         3684.000000   445.000000
41         171.000000   514.000000
42         627.000000   1261.000000
43         1490.000000   1123.000000
44         61.000000   81.000000
45         422.000000   542.000000
46         2698.000000   1221.000000
47         2372.000000   127.000000
48         177.000000   1390.000000
49         3084.000000   748.000000
50         1213.000000   910.000000
51         3.000000   1817.000000
52         1782.000000   995.000000
53         3896.000000   742.000000
54         1829.000000   812.000000
55         1286.000000   550.000000
56         3017.000000   108.000000
57         2132.000000   1432.000000
58         2000.000000   1110.000000
59         3317.000000   1966.000000
60         1729.000000   1498.000000
61         2408.000000   1747.000000
62         3292.000000   152.000000
63         193.000000   1210.000000
64         782.000000   1462.000000
65         2503.000000   352.000000
66         1697.000000   1924.000000
67         3821.000000   147.000000
68         3370.000000   791.000000
69         3162.000000   367.000000
70         3938.000000   516.000000
71         2741.000000   1583.000000
72         2330.000000   741.000000
73         3918.000000   1088.000000
74         1794.000000   1589.000000
75         2929.000000   485.000000
76         3453.000000   1998.000000
77         896.000000   705.000000
78         399.000000   850.000000
79         2614.000000   195.000000
80         2800.000000   653.000000
81         2630.000000   20.000000
82         563.000000   1513.000000
83         1090.000000   1652.000000
84         2009.000000   1163.000000
85         3876.000000   1165.000000
86         3084.000000   774.000000
87         1526.000000   1612.000000
88         1612.000000   328.000000
89         1423.000000   1322.000000
90         3058.000000   1276.000000
91         3782.000000   1865.000000
92         347.000000   252.000000
93         3904.000000   1444.000000
94         2191.000000   1579.000000
95         3220.000000   1454.000000
96         468.000000   319.000000
97         3611.000000   1968.000000
98         3114.000000   1629.000000
99         3515.000000   1892.000000
100         3060.000000   155.000000
101         2995.000000   264.000000
102         202.000000   233.000000
103         981.000000   848.000000
104         1346.000000   408.000000
105         781.000000   670.000000
106         1009.000000   1001.000000
107         2927.000000   1777.000000
108         2982.000000   949.000000
109         555.000000   1121.000000
110         464.000000   1302.000000
111         3452.000000   637.000000
112         571.000000   1982.000000
113         2656.000000   128.000000
114         1623.000000   1723.000000
115         2067.000000   694.000000
116         1725.000000   927.000000
117         3600.000000   459.000000
118         1109.000000   1196.000000
119         366.000000   339.000000
120         778.000000   1282.000000
121         386.000000   1616.000000
122         3918.000000   1217.000000
123         3332.000000   1049.000000
124         2597.000000   349.000000
125         811.000000   1295.000000
126         241.000000   1069.000000
127         2658.000000   360.000000
128         394.000000   1944.000000
129         3786.000000   1862.000000
130         264.000000   36.000000
131         2050.000000   1833.000000
132         3538.000000   125.000000
133         1646.000000   1817.000000
134         2993.000000   624.000000
135         547.000000   25.000000
136         3373.000000   1902.000000
137         460.000000   267.000000
138         3060.000000   781.000000
139         1828.000000   456.000000
140         1021.000000   962.000000
141         2347.000000   388.000000
142         3535.000000   1112.000000
143         1529.000000   581.000000
144         1203.000000   385.000000
145         1787.000000   1902.000000
146         2740.000000   1101.000000
147         555.000000   1753.000000
148         47.000000   363.000000
149         3935.000000   540.000000
150         3062.000000   329.000000
151         387.000000   199.000000
152         2901.000000   920.000000
153         931.000000   512.000000
154         1766.000000   692.000000
155         401.000000   980.000000
156         149.000000   1629.000000
157         2214.000000   1977.000000
158         3805.000000   1619.000000
159         1179.000000   969.000000
160         1017.000000   333.000000
161         2834.000000   1512.000000
162         634.000000   294.000000
163         1819.000000   814.000000
164         1393.000000   859.000000
165         1768.000000   1578.000000
166         3023.000000   871.000000
167         3248.000000   1906.000000
168         1632.000000   1742.000000
169         2223.000000   990.000000
170         3868.000000   697.000000
171         1541.000000   354.000000
172         2374.000000   1944.000000
173         1962.000000   389.000000
174         3007.000000   1524.000000
175         3220.000000   1945.000000
176         2356.000000   1568.000000
177         1604.000000   706.000000
178         2028.000000   1736.000000
179         2581.000000   121.000000
180         2221.000000   1578.000000
181         2944.000000   632.000000
182         1082.000000   1561.000000
183         997.000000   942.000000
184         2334.000000   523.000000
185         1264.000000   1090.000000
186         1699.000000   1294.000000
187         235.000000   1059.000000
188         2592.000000   248.000000
189         3642.000000   699.000000
190         3599.000000   514.000000
191         1766.000000   678.000000
192         240.000000   619.000000
193         1272.000000   246.000000
194         3503.000000   301.000000
195         80.000000   1533.000000
196         1677.000000   1238.000000
197         3766.000000   154.000000
198         3946.000000   459.000000
199         1994.000000   1852.000000
200         278.000000   165.000000

Size of tour: 200
MSTlen: 327452.365481

Number of unique elements: 200

---Final Tour---
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 1

Final Tour Length: 327452.365481

---Execution Time---
0.003752 seconds
